,Product,Type,Release_Date,Process_Size,TDP,Die_Size,Transistors,Freq,Foundry,Vendor,Date
4249,Matrox QID LP PCI,GPU,2004-12-17,0.0,70.5,158.43965517241378,113.56573705179282,250.0,UMC,Other,2004
2239,Matrox QID LP PCIe,GPU,2004-12-17,0.0,70.5,158.43965517241378,113.56573705179282,250.0,UMC,Other,2004
3402,Matrox QID PRO,GPU,2004-12-17,0.0,70.5,158.43965517241378,113.56573705179282,250.0,UMC,Other,2004
3882,Matrox QID,GPU,2004-12-17,0.0,70.5,158.43965517241378,113.56573705179282,250.0,UMC,Other,2004
4706,ATI Radeon X700 LE,GPU,2004-12-21,110.0,70.5,156.0,120.0,400.0,TSMC,ATI,2004
2970,ATI Radeon X850 XT Platinum,GPU,2004-12-21,130.0,67.0,297.0,160.0,540.0,TSMC,ATI,2004
4603,ATI Mobility Radeon X200 IGP,GPU,2005-01-01,130.0,76.77659574468085,73.0,147.67094017094018,300.0,Unknown,ATI,2005
3754,ATI Mobility Radeon X200 IGP,GPU,2005-01-01,110.0,76.77659574468085,74.0,107.0,300.0,Unknown,ATI,2005
862,Intel Pentium 4 519K,CPU,2005-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,2005
4244,NVIDIA GeForce 6600 LE,GPU,2005-01-01,110.0,76.77659574468085,154.0,146.0,300.0,TSMC,NVIDIA,2005
1194,Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,2005
3473,NVIDIA GeForce 6600 LE AGP,GPU,2005-01-01,110.0,76.77659574468085,154.0,146.0,300.0,TSMC,NVIDIA,2005
2331,NVIDIA GeForce 6600 VE,GPU,2005-01-01,110.0,76.77659574468085,154.0,146.0,300.0,TSMC,NVIDIA,2005
3276,Intel GMA 900,GPU,2005-01-01,130.0,76.77659574468085,159.9090909090909,147.67094017094018,333.0,Intel,Intel,2005
4503,ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,130.0,76.77659574468085,73.0,147.67094017094018,336.0,Unknown,ATI,2005
472,Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,2005
3115,ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,110.0,76.77659574468085,73.0,147.67094017094018,300.0,Unknown,ATI,2005
739,Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,2005
2885,ATI Mobility Radeon X300 IGP,GPU,2005-01-01,110.0,76.77659574468085,74.0,107.0,300.0,Unknown,ATI,2005
4369,ATI Radeon Xpress 200M IGP,GPU,2005-01-01,130.0,76.77659574468085,73.0,147.67094017094018,336.0,Unknown,ATI,2005
1125,Intel Pentium 4 519K,CPU,2005-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,2005
541,AMD Sempron 3100+,CPU,2005-01-01,90.0,25.0,159.9090909090909,63.0,1800.0,Unknown,AMD,2005
691,Intel Mobile Pentium 4 HT 552,CPU,2005-01-04,90.0,88.0,112.0,125.0,3467.0,Intel,Intel,2005
2877,NVIDIA GeForce 6800 LE,GPU,2005-01-16,130.0,76.77659574468085,225.0,222.0,325.0,TSMC,NVIDIA,2005
583,Intel Pentium M 760,CPU,2005-01-19,90.0,27.0,84.0,140.0,2000.0,Intel,Intel,2005
1180,Intel Pentium M 730,CPU,2005-01-19,90.0,27.0,84.0,140.0,1600.0,Intel,Intel,2005
658,Intel Pentium M 770,CPU,2005-01-19,90.0,27.0,84.0,140.0,2130.0,Intel,Intel,2005
925,Intel Pentium M 740,CPU,2005-01-19,90.0,27.0,84.0,140.0,1730.0,Intel,Intel,2005
2156,Intel Pentium M 750,CPU,2005-01-19,90.0,27.0,84.0,140.0,1860.0,Intel,Intel,2005
4142,ATI All-In-Wonder X800 XL,GPU,2005-01-21,110.0,76.77659574468085,240.0,160.0,400.0,TSMC,ATI,2005
3045,NVIDIA GeForce FX Go5700,GPU,2005-02-01,130.0,76.77659574468085,133.0,82.0,450.0,TSMC,NVIDIA,2005
3583,ATI Mobility FireGL V5000,GPU,2005-02-03,110.0,76.77659574468085,156.0,120.0,350.0,TSMC,ATI,2005
1313,Intel Xeon 3.6,CPU,2005-02-14,90.0,135.0,169.0,178.0,3600.0,Intel,Intel,2005
1827,Intel Xeon 3.0,CPU,2005-02-14,90.0,135.0,169.0,178.0,3000.0,Intel,Intel,2005
2064,Intel Xeon 3.2,CPU,2005-02-14,90.0,135.0,169.0,178.0,3200.0,Intel,Intel,2005
680,AMD Opteron 252,CPU,2005-02-14,90.0,92.0,159.9090909090909,106.0,2600.0,Unknown,AMD,2005
1974,Intel Xeon 3.4,CPU,2005-02-14,90.0,135.0,169.0,178.0,3400.0,Intel,Intel,2005
1957,AMD Opteron 852,CPU,2005-02-14,90.0,92.0,159.9090909090909,106.0,2600.0,Unknown,AMD,2005
1826,AMD Sempron 3000+,CPU,2005-02-15,130.0,62.0,144.0,69.0,1800.0,Unknown,AMD,2005
1236,Intel Pentium 4 HT 640,CPU,2005-02-20,90.0,84.0,109.0,169.0,3200.0,Intel,Intel,2005
250,Intel Pentium 4 HT 660,CPU,2005-02-20,90.0,84.0,109.0,169.0,3600.0,Intel,Intel,2005
278,Intel Pentium 4 HT 620,CPU,2005-02-20,90.0,84.0,135.0,169.0,2800.0,Intel,Intel,2005
1563,Intel Pentium 4 HT 630,CPU,2005-02-20,90.0,84.0,109.0,169.0,3000.0,Intel,Intel,2005
1747,Intel Pentium 4 HT 650,CPU,2005-02-20,90.0,84.0,109.0,169.0,3400.0,Intel,Intel,2005
1801,Intel Pentium 4 HT EE 3.73,CPU,2005-02-21,90.0,115.0,109.0,169.0,3733.0,Intel,Intel,2005
3967,NVIDIA GeForce Go 6800 Ultra,GPU,2005-02-24,130.0,89.0,225.0,222.0,450.0,TSMC,NVIDIA,2005
2560,NVIDIA Quadro FX Go1400,GPU,2005-02-25,130.0,76.77659574468085,225.0,222.0,275.0,TSMC,NVIDIA,2005
4251,ATI Radeon X850 XT Platinum AGP,GPU,2005-02-28,130.0,67.0,297.0,160.0,540.0,TSMC,ATI,2005
3183,ATI Radeon X850 XT AGP,GPU,2005-02-28,130.0,69.0,297.0,160.0,520.0,TSMC,ATI,2005
1784,AMD Opteron 848 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2200.0,Unknown,AMD,2005
1274,AMD Opteron 846 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2000.0,Unknown,AMD,2005
955,AMD Opteron 246 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2000.0,Unknown,AMD,2005
2360,ATI Mobility Radeon X700 XL,GPU,2005-03-01,110.0,76.77659574468085,156.0,120.0,350.0,TSMC,ATI,2005
830,AMD Opteron 850 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2400.0,Unknown,AMD,2005
218,AMD Opteron 248 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2200.0,Unknown,AMD,2005
1354,AMD Opteron 250 HE,CPU,2005-03-01,90.0,55.0,159.9090909090909,106.0,2400.0,Unknown,AMD,2005
3036,ATI Mobility Radeon X700,GPU,2005-03-01,110.0,76.77659574468085,156.0,120.0,350.0,TSMC,ATI,2005
2358,ATI Radeon X740 XL,GPU,2005-03-07,110.0,76.77659574468085,156.0,120.0,425.0,TSMC,ATI,2005
1921,AMD Turion 64 ML-32,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD,2005
2169,AMD Turion 64 ML-30,CPU,2005-03-10,90.0,35.0,125.0,114.0,1600.0,Unknown,AMD,2005
993,AMD Turion 64 ML-37,CPU,2005-03-10,90.0,35.0,125.0,114.0,2000.0,Unknown,AMD,2005
701,AMD Turion 64 ML-34,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD,2005
42,AMD Turion 64 MT-34,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD,2005
753,AMD Turion 64 MT-32,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD,2005
153,AMD Turion 64 MT-30,CPU,2005-03-10,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD,2005
92,Intel Xeon MP 3.50,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3500.0,Intel,Intel,2005
1493,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3167.0,Intel,Intel,2005
1557,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3000.0,Intel,Intel,2005
866,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,2833.0,Intel,Intel,2005
1643,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,159.9090909090909,286.0,3167.0,Intel,Intel,2005
935,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3167.0,Intel,Intel,2005
1030,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,159.9090909090909,286.0,2833.0,Intel,Intel,2005
1873,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3334.0,Intel,Intel,2005
670,Intel Xeon MP 3.66,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3667.0,Intel,Intel,2005
1970,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,159.9090909090909,286.0,3333.0,Intel,Intel,2005
1999,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,159.9090909090909,147.67094017094018,3333.0,Intel,Intel,2005
353,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,159.9090909090909,286.0,3000.0,Intel,Intel,2005
564,AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,2005
4308,ATI Radeon X700 SE,GPU,2005-04-01,110.0,76.77659574468085,156.0,120.0,400.0,TSMC,ATI,2005
2144,AMD Sempron 3000+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,2005
1963,AMD Sempron 3300+,CPU,2005-04-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,2005
2752,NVIDIA GeForce 6200 LE,GPU,2005-04-04,110.0,76.77659574468085,110.0,75.0,350.0,TSMC,NVIDIA,2005
841,AMD Athlon 64 3500+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,2005
4158,NVIDIA GeForce 6200 LE AGP,GPU,2005-04-04,110.0,76.77659574468085,110.0,75.0,350.0,TSMC,NVIDIA,2005
1330,AMD Athlon 64 3800+,CPU,2005-04-04,90.0,89.0,83.0,69.0,2400.0,Unknown,AMD,2005
2136,AMD Athlon 64 3000+,CPU,2005-04-04,90.0,67.0,83.0,69.0,1800.0,Unknown,AMD,2005
3947,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,76.77659574468085,110.0,75.0,350.0,TSMC,NVIDIA,2005
3633,NVIDIA GeForce 6200 LE,GPU,2005-04-04,110.0,76.77659574468085,110.0,75.0,350.0,TSMC,NVIDIA,2005
3293,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,76.77659574468085,110.0,75.0,350.0,TSMC,NVIDIA,2005
585,AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2000.0,Unknown,AMD,2005
299,AMD Athlon 64 3700+,CPU,2005-04-14,130.0,83.0,159.9090909090909,105.0,2400.0,Unknown,AMD,2005
122,AMD Athlon 64 3000+,CPU,2005-04-14,130.0,62.0,159.9090909090909,105.0,1800.0,Unknown,AMD,2005
829,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,83.0,159.9090909090909,105.0,2000.0,Unknown,AMD,2005
1713,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,62.0,159.9090909090909,105.0,2000.0,Unknown,AMD,2005
2101,AMD Athlon 64 3400+,CPU,2005-04-14,130.0,83.0,159.9090909090909,105.0,2200.0,Unknown,AMD,2005
2628,ATI All-In-Wonder X800 SE,GPU,2005-04-27,130.0,76.77659574468085,281.0,160.0,425.0,TSMC,ATI,2005
3526,ATI All-In-Wonder X800 VE,GPU,2005-04-27,130.0,76.77659574468085,281.0,160.0,425.0,TSMC,ATI,2005
4095,ATI All-In-Wonder 2006 AGP Edition,GPU,2005-04-29,130.0,76.77659574468085,76.0,60.0,324.0,TSMC,ATI,2005
1239,AMD Opteron 156,CPU,2005-05-01,90.0,104.0,159.9090909090909,106.0,3000.0,Unknown,AMD,2005
456,Intel Pentium D 840 EE,CPU,2005-05-01,90.0,130.0,206.0,169.0,3200.0,Intel,Intel,2005
1019,Intel Core Duo T2050,CPU,2005-05-01,65.0,31.0,90.0,151.0,1600.0,Intel,Intel,2005
4403,Intel GMA 950,GPU,2005-05-01,90.0,7.0,159.9090909090909,147.67094017094018,166.0,Intel,Intel,2005
392,AMD Sempron 3100+,CPU,2005-05-03,90.0,62.0,159.9090909090909,63.0,1800.0,Unknown,AMD,2005
2447,ATI Radeon 9550 XT,GPU,2005-05-04,130.0,76.77659574468085,76.0,60.0,425.0,TSMC,ATI,2005
1323,Intel Pentium 4 HT 670,CPU,2005-05-26,90.0,84.0,109.0,169.0,3800.0,Intel,Intel,2005
2178,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel,2005
417,Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,206.0,169.0,3200.0,Intel,Intel,2005
2931,Sony Playstation 2 GPU 90nm,GPU,2005-05-26,90.0,45.0,86.0,54.0,147.0,Sony,Other,2005
1781,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel,2005
26,Intel Pentium D 830,CPU,2005-05-26,90.0,130.0,206.0,169.0,3000.0,Intel,Intel,2005
2172,AMD Opteron X2 270,CPU,2005-05-31,90.0,95.0,159.9090909090909,233.0,2000.0,Unknown,AMD,2005
77,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2200.0,Unknown,AMD,2005
4679,NVIDIA Quadro NVS 280 SD,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,2005
1553,AMD Athlon 64 3200+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2000.0,Unknown,AMD,2005
4567,NVIDIA Quadro NVS 50 PCI,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,2005
1259,AMD Opteron X2 265,CPU,2005-05-31,90.0,95.0,159.9090909090909,233.0,1800.0,Unknown,AMD,2005
1168,AMD Opteron X2 275,CPU,2005-05-31,90.0,95.0,159.9090909090909,233.0,2200.0,Unknown,AMD,2005
4687,NVIDIA Quadro NVS 55 PCI,GPU,2005-05-31,150.0,10.0,91.0,45.0,250.0,TSMC,NVIDIA,2005
4850,Intel GMA 950,GPU,2005-06-01,90.0,7.0,159.9090909090909,147.67094017094018,250.0,Intel,Intel,2005
17,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,2005
146,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,2005
1394,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,2005
3886,ATI Mobility Radeon X800 XT,GPU,2005-06-01,130.0,76.77659574468085,289.0,160.0,480.0,TSMC,ATI,2005
724,Intel Pentium 4 HT 571,CPU,2005-06-12,90.0,115.0,109.0,125.0,3800.0,Intel,Intel,2005
599,Intel Pentium 4 HT 561,CPU,2005-06-12,90.0,115.0,109.0,125.0,3600.0,Intel,Intel,2005
217,Intel Pentium 4 HT 531,CPU,2005-06-12,90.0,84.0,109.0,125.0,3000.0,Intel,Intel,2005
811,Intel Pentium 4 HT 521,CPU,2005-06-12,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,2005
1671,Intel Pentium 4 HT 551,CPU,2005-06-12,90.0,115.0,109.0,125.0,3400.0,Intel,Intel,2005
983,Intel Pentium 4 HT 541,CPU,2005-06-12,90.0,84.0,109.0,125.0,3200.0,Intel,Intel,2005
1483,AMD Turion 64 ML-28,CPU,2005-06-22,90.0,32.0,125.0,114.0,1600.0,Unknown,AMD,2005
449,AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD,2005
1418,AMD Turion 64 MT-28,CPU,2005-06-22,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD,2005
3032,NVIDIA GeForce 7800 GTX,GPU,2005-06-22,110.0,86.0,333.0,302.0,430.0,TSMC,NVIDIA,2005
1218,AMD Athlon 64 FX-57,CPU,2005-06-27,90.0,104.0,115.0,114.0,2800.0,Unknown,AMD,2005
1690,Intel Celeron D 350,CPU,2005-06-28,90.0,84.0,109.0,125.0,3200.0,Intel,Intel,2005
2825,ATI Radeon X550 HyperMemory,GPU,2005-07-01,110.0,76.77659574468085,74.0,107.0,400.0,TSMC,ATI,2005
3567,ATI Radeon X550,GPU,2005-07-01,110.0,76.77659574468085,74.0,107.0,400.0,TSMC,ATI,2005
3956,ATI All-In-Wonder X600 PRO,GPU,2005-07-01,110.0,76.77659574468085,74.0,107.0,400.0,TSMC,ATI,2005
314,AMD Sempron 2500+,CPU,2005-07-07,90.0,62.0,84.0,63.0,1400.0,Unknown,AMD,2005
2186,AMD Sempron 3000+,CPU,2005-07-15,90.0,62.0,159.9090909090909,69.0,1800.0,Unknown,AMD,2005
645,AMD Sempron 3000+,CPU,2005-07-15,90.0,25.0,159.9090909090909,69.0,1800.0,Unknown,AMD,2005
140,AMD Sempron 3300+,CPU,2005-07-15,90.0,62.0,159.9090909090909,69.0,2000.0,Unknown,AMD,2005
2114,AMD Sempron 3300+,CPU,2005-07-15,90.0,25.0,159.9090909090909,69.0,2000.0,Unknown,AMD,2005
949,AMD Sempron 3100+,CPU,2005-07-15,90.0,62.0,159.9090909090909,69.0,1800.0,Unknown,AMD,2005
865,AMD Sempron 3100+,CPU,2005-07-15,90.0,25.0,159.9090909090909,69.0,1800.0,Unknown,AMD,2005
356,AMD Sempron 2800+,CPU,2005-07-15,90.0,25.0,159.9090909090909,69.0,1600.0,Unknown,AMD,2005
523,Intel Pentium M 780,CPU,2005-07-25,90.0,27.0,84.0,140.0,2260.0,Intel,Intel,2005
2589,NVIDIA Quadro FX 4400,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,2005
2592,NVIDIA Quadro FX 4400G,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,2005
4130,NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA,2005
4508,NVIDIA Quadro FX 3450,GPU,2005-07-28,130.0,83.0,225.0,222.0,425.0,TSMC,NVIDIA,2005
1682,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,2005
1439,AMD Sempron 3400+,CPU,2005-08-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,2005
2125,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,2005
1545,AMD Opteron X2 865 HE,CPU,2005-08-01,90.0,55.0,159.9090909090909,233.0,1800.0,Unknown,AMD,2005
2177,AMD Opteron 854,CPU,2005-08-01,90.0,92.0,159.9090909090909,106.0,2800.0,Unknown,AMD,2005
1993,AMD Opteron X2 265 HE,CPU,2005-08-01,90.0,55.0,159.9090909090909,233.0,1800.0,Unknown,AMD,2005
440,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,62.0,193.0,106.0,2200.0,Unknown,AMD,2005
2022,AMD Opteron 254,CPU,2005-08-01,90.0,92.0,159.9090909090909,106.0,2800.0,Unknown,AMD,2005
1434,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,2005
69,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2200.0,Unknown,AMD,2005
1327,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,2005
883,AMD Opteron X2 260 HE,CPU,2005-08-01,90.0,55.0,159.9090909090909,233.0,1600.0,Unknown,AMD,2005
1789,AMD Opteron X2 860 HE,CPU,2005-08-01,90.0,55.0,159.9090909090909,233.0,1600.0,Unknown,AMD,2005
810,AMD Mobile Athlon 64 3700+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2400.0,Unknown,AMD,2005
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,159.9090909090909,106.0,2000.0,Unknown,AMD,2005
187,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,159.9090909090909,106.0,1800.0,Unknown,AMD,2005
245,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,159.9090909090909,106.0,2600.0,Unknown,AMD,2005
1665,AMD Opteron X2 165,CPU,2005-08-02,90.0,110.0,159.9090909090909,233.0,1800.0,Unknown,AMD,2005
872,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,159.9090909090909,106.0,2000.0,Unknown,AMD,2005
1786,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,159.9090909090909,106.0,2600.0,Unknown,AMD,2005
287,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,159.9090909090909,106.0,1800.0,Unknown,AMD,2005
1968,AMD Opteron 154,CPU,2005-08-02,90.0,104.0,159.9090909090909,106.0,2800.0,Unknown,AMD,2005
2150,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,159.9090909090909,106.0,2200.0,Unknown,AMD,2005
1604,AMD Opteron X2 170,CPU,2005-08-02,90.0,110.0,159.9090909090909,233.0,2000.0,Unknown,AMD,2005
1270,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,159.9090909090909,106.0,2400.0,Unknown,AMD,2005
1946,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,159.9090909090909,106.0,2400.0,Unknown,AMD,2005
787,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,159.9090909090909,106.0,2000.0,Unknown,AMD,2005
1228,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,159.9090909090909,106.0,2200.0,Unknown,AMD,2005
1691,AMD Opteron X2 175,CPU,2005-08-02,90.0,110.0,159.9090909090909,233.0,2200.0,Unknown,AMD,2005
1449,AMD Turion 64 MT-40,CPU,2005-08-08,90.0,25.0,125.0,114.0,2200.0,Unknown,AMD,2005
344,AMD Turion 64 MT-37,CPU,2005-08-08,90.0,25.0,125.0,114.0,2000.0,Unknown,AMD,2005
3698,NVIDIA GeForce 7800 GT,GPU,2005-08-11,110.0,65.0,333.0,302.0,400.0,TSMC,NVIDIA,2005
4218,NVIDIA GeForce 7800 GT Dual,GPU,2005-08-11,110.0,76.77659574468085,333.0,302.0,400.0,TSMC,NVIDIA,2005
2054,AMD Athlon 64 4000+,CPU,2005-08-16,130.0,62.0,159.9090909090909,105.0,2600.0,Unknown,AMD,2005
1282,AMD Sempron 3300+,CPU,2005-08-19,90.0,62.0,159.9090909090909,63.0,2000.0,Unknown,AMD,2005
4514,ATI Radeon X850 PRO AGP,GPU,2005-09-04,130.0,76.77659574468085,297.0,160.0,500.0,TSMC,ATI,2005
3924,ATI Radeon X800 GTO2,GPU,2005-09-15,130.0,76.77659574468085,297.0,160.0,400.0,TSMC,ATI,2005
1777,AMD Opteron X2 880,CPU,2005-09-26,90.0,95.0,159.9090909090909,233.0,2400.0,Unknown,AMD,2005
40,AMD Opteron X2 180,CPU,2005-09-26,90.0,110.0,159.9090909090909,233.0,2400.0,Unknown,AMD,2005
179,AMD Opteron X2 875,CPU,2005-09-26,90.0,95.0,159.9090909090909,233.0,2200.0,Unknown,AMD,2005
1077,AMD Opteron X2 870,CPU,2005-09-26,90.0,95.0,159.9090909090909,233.0,2000.0,Unknown,AMD,2005
1887,AMD Opteron X2 865,CPU,2005-09-26,90.0,95.0,159.9090909090909,233.0,1800.0,Unknown,AMD,2005
1378,AMD Opteron X2 280,CPU,2005-09-26,90.0,95.0,159.9090909090909,233.0,2400.0,Unknown,AMD,2005
3832,NVIDIA GeForce Go 6600 TE,GPU,2005-09-29,110.0,76.77659574468085,154.0,146.0,225.0,TSMC,NVIDIA,2005
3590,NVIDIA GeForce Go 6200 TE,GPU,2005-09-29,110.0,76.77659574468085,154.0,146.0,300.0,TSMC,NVIDIA,2005
4337,NVIDIA GeForce Go 7800 GTX,GPU,2005-09-29,110.0,65.0,333.0,302.0,440.0,TSMC,NVIDIA,2005
3655,NVIDIA Quadro FX 2500M,GPU,2005-09-29,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA,2005
4320,NVIDIA GeForce Go 6600,GPU,2005-09-29,110.0,76.77659574468085,154.0,146.0,300.0,TSMC,NVIDIA,2005
4653,NVIDIA GeForce Go 6600 NPB 128M,GPU,2005-09-29,110.0,76.77659574468085,154.0,146.0,375.0,TSMC,NVIDIA,2005
4554,NVIDIA GeForce 6800 XE,GPU,2005-09-30,130.0,76.77659574468085,287.0,222.0,275.0,TSMC,NVIDIA,2005
2679,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,76.77659574468085,287.0,222.0,300.0,TSMC,NVIDIA,2005
4770,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,76.77659574468085,222.0,198.0,450.0,TSMC,NVIDIA,2005
2199,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,76.77659574468085,225.0,222.0,425.0,TSMC,NVIDIA,2005
2506,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,76.77659574468085,287.0,222.0,300.0,TSMC,NVIDIA,2005
1363,AMD Sempron 3400+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,2005
4162,ATI FireGL V3400,GPU,2005-10-01,90.0,76.77659574468085,150.0,157.0,500.0,TSMC,ATI,2005
4220,ATI Radeon X1800 XL,GPU,2005-10-01,90.0,70.0,288.0,321.0,500.0,TSMC,ATI,2005
1958,AMD Sempron 3000+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,2005
3419,ATI FireGL V7300,GPU,2005-10-01,90.0,97.0,288.0,321.0,594.0,TSMC,ATI,2005
1080,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,2005
3869,ATI Radeon X1800 XT,GPU,2005-10-01,90.0,113.0,288.0,321.0,600.0,TSMC,ATI,2005
3802,ATI FireGL V5200,GPU,2005-10-01,90.0,35.0,150.0,157.0,600.0,TSMC,ATI,2005
2949,ATI FireGL V7350,GPU,2005-10-01,90.0,111.0,288.0,321.0,600.0,TSMC,ATI,2005
3006,ATI Radeon X1300 PRO,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI,2005
2425,ATI FireGL V3350,GPU,2005-10-01,90.0,76.77659574468085,100.0,107.0,600.0,TSMC,ATI,2005
4364,ATI Radeon X800 GTO AGP,GPU,2005-10-01,110.0,49.0,240.0,160.0,400.0,TSMC,ATI,2005
316,AMD Sempron 3500+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,2005
2498,ATI Radeon X1300 PRO AGP,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI,2005
4426,ATI FireGL V3300,GPU,2005-10-01,90.0,76.77659574468085,100.0,107.0,600.0,TSMC,ATI,2005
